tpep_dropoff_datetime,tpep_pickup_datetime,dropoff_longitude,dropoff_latitude,pickup_longitude,pickup_latitude,trip_distance,total_amount,tip_amount
2015-09-01 18:11:48,2015-09-01 17:08:15,-73.788703918457031,40.641471862792969,-73.972633361816406,40.751991271972656,16.30,68.34,10
2015-09-01 18:00:37,2015-09-01 17:08:16,-73.960800170898437,40.764755249023438,-73.782455444335937,40.644527435302734,17.20,52.8,0
2015-09-01 18:00:31,2015-09-01 17:08:18,-73.999473571777344,40.741870880126953,-73.780807495117188,40.64501953125,18.50,63.34,5
2015-09-01 18:25:13,2015-09-01 17:08:20,-73.789825439453125,40.643024444580078,-73.984817504882812,40.758785247802734,17.02,58.34,0
2015-09-01 18:07:24,2015-09-01 17:08:26,-73.991783142089844,40.738811492919922,-73.789047241210937,40.640941619873047,17.97,72.92,14.58
2015-09-01 18:14:18,2015-09-01 17:08:26,-73.979110717773437,40.764850616455078,-73.788780212402344,40.642185211181641,18.82,70.01,11.67
2015-09-01 18:01:56,2015-09-01 17:08:30,-73.995101928710938,40.752208709716797,-73.776237487792969,40.645389556884766,18.52,75.84,17.5
2015-09-01 18:25:43,2015-09-01 17:08:33,-73.78912353515625,40.647312164306641,-74.007423400878906,40.705127716064453,19.60,52.8,0
2015-09-01 18:06:02,2015-09-01 16:54:52,-73.976493835449219,40.860237121582031,-73.781829833984375,40.6446533203125,24.40,110.09,0
2015-09-01 18:00:00,2015-09-01 17:00:16,-73.865135192871094,40.770614624023438,-74.006202697753906,40.751388549804688,11.30,61.84,7.5
2015-09-01 18:02:48,2015-09-01 16:50:48,-73.991691589355469,40.6881103515625,-73.78350830078125,40.648612976074219,20.23,74.3,10
2015-09-01 18:01:34,2015-09-01 16:50:57,-73.789901733398437,40.646949768066406,-74.017707824707031,40.707038879394531,16.58,60,7.2
2015-09-01 18:25:58,2015-09-01 17:14:40,-73.782112121582031,40.644332885742188,-74.004386901855469,40.747898101806641,17.85,58.34,0
2015-09-01 18:01:43,2015-09-01 17:14:40,-73.956741333007813,40.685588836669922,-73.981002807617187,40.767482757568359,10.53,46.56,7.76
2015-09-01 18:28:03,2015-09-01 17:14:40,-73.985870361328125,40.768508911132813,-73.788162231445313,40.641830444335938,18.40,58.34,0
2015-09-01 18:21:23,2015-09-01 17:14:41,-74.005729675292969,40.736789703369141,-73.782066345214844,40.644580841064453,18.69,58.34,0
2015-09-01 18:07:01,2015-09-01 17:14:44,-73.978431701660156,40.760009765625,-73.7900390625,40.646919250488281,17.77,58.34,0
2015-09-01 18:07:13,2015-09-01 17:14:49,-73.875213623046875,40.827968597412109,-73.971527099609375,40.7537841796875,8.60,38.3,0
2015-09-01 18:22:49,2015-09-01 16:55:09,-73.793113708496094,40.644626617431641,-73.972991943359375,40.764694213867188,18.48,58.34,0
2015-09-01 18:09:48,2015-09-01 16:55:13,-73.990646362304687,40.606536865234375,-73.873207092285156,40.773868560791016,21.10,70.8,2.5
2015-09-01 18:26:56,2015-09-01 16:55:13,-74.032127380371094,40.726470947265625,-73.800628662109375,40.670234680175781,19.50,165.3,20
2015-09-01 18:15:22,2015-09-01 16:55:45,-73.981948852539063,40.784847259521484,-73.781944274902344,40.644584655761719,19.10,64.8,12
2015-09-01 18:01:38,2015-09-01 17:03:59,-73.917152404785156,40.658439636230469,-74.001968383789063,40.724788665771484,7.76,47.19,10.89
2015-09-01 18:01:27,2015-09-01 17:04:20,-74.177314758300781,40.695186614990234,-73.976043701171875,40.758068084716797,21.89,97.05,0
2015-09-01 18:02:06,2015-09-01 16:57:26,-73.782730102539063,40.644004821777344,-73.986480712890625,40.741146087646484,16.70,58.34,0
2015-09-01 18:13:37,2015-09-01 17:01:40,-73.984535217285156,40.7535400390625,-73.782669067382812,40.644386291503906,22.60,58.34,0
2015-09-01 18:22:29,2015-09-01 17:01:44,-73.98504638671875,40.769363403320313,-73.776390075683594,40.645618438720703,19.10,75.84,17.5
2015-09-01 18:02:18,2015-09-01 17:02:05,-74.001724243164062,40.740852355957031,-73.789772033691406,40.643997192382813,18.90,67.34,9
2015-09-01 18:15:36,2015-09-01 17:02:16,-74.114059448242187,40.611427307128906,-73.787033081054687,40.644233703613281,38.10,188.13,25
2015-09-01 18:10:10,2015-09-01 17:02:18,-73.983108520507812,40.763988494873047,-73.781684875488281,40.644752502441406,17.90,58.34,0
2015-09-01 18:05:19,2015-09-01 17:13:05,-73.920303344726563,40.700874328613281,-73.788482666015625,40.642112731933594,11.00,51,7.2
2015-09-01 18:09:15,2015-09-01 17:13:05,-73.971328735351563,40.765289306640625,-73.782394409179688,40.644634246826172,18.20,58.34,0
2015-09-01 18:16:19,2015-09-01 17:13:08,-73.791015625,40.646575927734375,-73.991233825683594,40.717575073242188,17.70,52.8,0
2015-09-01 18:11:04,2015-09-01 17:13:18,-73.778701782226563,40.646808624267578,-73.970428466796875,40.755519866943359,15.64,52.8,0
2015-09-01 18:03:54,2015-09-01 16:56:00,-73.7855224609375,40.649040222167969,-73.977447509765625,40.761699676513672,17.73,58.34,0
2015-09-01 18:00:08,2015-09-01 17:17:47,-73.986244201660156,40.745166778564453,-73.979743957519531,40.781288146972656,4.80,34.55,5.75
2015-09-01 18:00:17,2015-09-01 17:17:47,-73.995849609375,40.758998870849609,-73.972442626953125,40.755138397216797,6.76,35.3,4
2015-09-01 18:23:16,2015-09-01 17:17:50,-73.776351928710937,40.645771026611328,-73.970451354980469,40.758541107177734,20.29,57.8,5
2015-09-01 18:09:15,2015-09-01 17:17:51,-73.938545227050781,40.854785919189453,-73.991615295410156,40.748016357421875,9.39,46.56,7.76
2015-09-01 18:02:23,2015-09-01 17:17:51,-73.885246276855469,40.772235870361328,-73.998847961425781,40.742111206054688,9.30,53.21,8.87
2015-09-01 18:21:49,2015-09-01 17:17:54,-73.981201171875,40.764320373535156,-73.783363342285156,40.648536682128906,21.55,64.34,6
2015-09-01 18:15:37,2015-09-01 17:17:56,-73.788818359375,40.6414794921875,-73.97808837890625,40.777015686035156,17.50,63.35,10.55
2015-09-01 18:45:17,2015-09-01 17:17:58,-74.013801574707031,40.709766387939453,-73.872123718261719,40.773735046386719,16.50,83.34,10
2015-09-01 18:01:14,2015-09-01 17:04:21,-73.787696838378906,40.654220581054688,-74.012367248535156,40.719841003417969,28.85,58.34,0
2015-09-01 18:03:09,2015-09-01 17:04:22,-73.977378845214844,40.680831909179688,-73.783493041992188,40.648677825927734,13.36,61.56,10.26
2015-09-01 18:16:07,2015-09-01 17:04:25,-73.782546997070312,40.648792266845703,-73.999122619628906,40.761272430419922,17.80,70,11.66
2015-09-01 18:16:26,2015-09-01 17:04:39,-73.8990478515625,40.908306121826172,-73.782173156738281,40.644557952880859,30.50,105.84,12
2015-09-01 18:24:54,2015-09-01 17:04:44,-73.864883422851562,40.770389556884766,-73.961669921875,40.767498016357422,12.30,77.79,12.95
2015-09-01 18:03:21,2015-09-01 17:04:49,-73.980079650878906,40.789077758789063,-73.78204345703125,40.644664764404297,20.80,58.34,0
2015-09-01 18:13:12,2015-09-01 17:04:52,-73.77642822265625,40.646297454833984,-73.984771728515625,40.759090423583984,17.80,58.25,0
2015-09-01 18:15:28,2015-09-01 17:08:49,-73.971382141113281,40.756420135498047,-73.782882690429688,40.644260406494141,17.80,58.34,0
2015-09-01 18:08:15,2015-09-01 17:09:01,-73.984054565429687,40.762046813964844,-73.776313781738281,40.645553588867187,18.69,72.92,14.58
2015-09-01 18:05:14,2015-09-01 16:56:37,-73.991859436035156,40.730861663818359,-73.790191650390625,40.643463134765625,21.60,62.34,4
2015-09-01 18:14:26,2015-09-01 16:56:51,-73.978439331054687,40.763603210449219,-73.789993286132812,40.643436431884766,18.90,52.8,0
2015-09-01 18:04:45,2015-09-01 16:56:57,-73.9837646484375,40.758659362792969,-73.780982971191406,40.645061492919922,18.03,58.34,0
2015-09-01 18:11:32,2015-09-01 16:57:03,-73.951339721679688,40.683097839355469,-73.872848510742188,40.774143218994141,10.06,51.3,0
2015-09-01 18:08:21,2015-09-01 17:03:26,-73.988105773925781,40.763248443603516,-73.807334899902344,40.65692138671875,16.67,70.01,11.67
2015-09-01 18:05:51,2015-09-01 17:03:34,-74.004310607910156,40.718814849853516,-73.778800964355469,40.646774291992188,18.90,75.84,17.5
2015-09-01 18:10:17,2015-09-01 17:03:40,-73.782814025878906,40.648818969726563,-73.987197875976563,40.729507446289063,17.90,52.8,0
2015-09-01 18:00:15,2015-09-01 17:11:25,-73.911293029785156,40.813667297363281,-73.994194030761719,40.743824005126953,8.20,34.8,0
2015-09-01 18:09:13,2015-09-01 17:11:31,-73.976280212402344,40.654651641845703,-73.873069763183594,40.774368286132812,14.67,49.3,0
2015-09-01 18:01:00,2015-09-01 17:11:35,-74.177635192871094,40.690475463867188,-74.003623962402344,40.721946716308594,12.52,92.55,11
2015-09-01 18:04:11,2015-09-01 17:18:56,-74.003318786621094,40.683811187744141,-73.862648010253906,40.769130706787109,12.19,48.8,8
2015-09-01 18:26:04,2015-09-01 17:18:59,-73.983352661132813,40.765407562255859,-73.783454895019531,40.646492004394531,17.91,58.34,0
2015-09-01 18:01:21,2015-09-01 17:19:01,-74.001518249511719,40.7078857421875,-73.884674072265625,40.773002624511719,11.50,54.99,9.15
2015-09-01 18:24:31,2015-09-01 17:19:01,-73.980072021484375,40.764858245849609,-73.789756774902344,40.643943786621094,18.74,75.84,17.5
2015-09-01 18:03:46,2015-09-01 17:19:04,-73.984664916992188,40.691867828369141,-73.870857238769531,40.773765563964844,9.69,36.8,0
2015-09-01 18:33:01,2015-09-01 17:19:07,-73.982017517089844,40.749595642089844,-73.788215637207031,40.641819000244141,19.10,58.34,0
2015-09-01 18:04:01,2015-09-01 17:19:09,-74.009346008300781,40.735393524169922,-73.874908447265625,40.774093627929688,10.44,53.21,8.87
2015-09-01 18:07:19,2015-09-01 17:19:11,-73.944221496582031,40.713554382324219,-73.782249450683594,40.644565582275391,15.99,49.8,0
2015-09-01 18:12:39,2015-09-01 17:19:11,-73.975723266601563,40.752899169921875,-73.783439636230469,40.648609161376953,16.94,75.84,17.5
2015-09-01 18:17:28,2015-09-01 17:19:14,-73.915122985839844,40.836936950683594,-74.009620666503906,40.720691680908203,13.73,48.3,0
2015-09-01 18:00:27,2015-09-01 17:19:17,-73.932418823242188,40.847061157226563,-73.8709716796875,40.773769378662109,9.04,51.41,8.57
2015-09-01 18:03:14,2015-09-01 17:19:17,-73.956924438476563,40.616680145263672,-73.782432556152344,40.644432067871094,15.29,59.76,9.96
2015-09-01 18:16:45,2015-09-01 17:19:20,-73.922294616699219,40.832000732421875,-73.782569885253906,40.644405364990234,19.40,72.95,12.15
2015-09-01 18:02:09,2015-09-01 17:19:21,-73.959335327148438,40.714248657226563,-73.86273193359375,40.769538879394531,8.60,42.35,7.05
2015-09-01 18:00:50,2015-09-01 17:19:22,-73.948966979980469,40.804279327392578,-73.995925903320312,40.733150482177734,7.60,30.3,0
2015-09-01 18:01:57,2015-09-01 17:19:24,-73.983802795410156,40.757472991943359,-73.86212158203125,40.768531799316406,9.50,51.39,8.55
2015-09-01 18:00:06,2015-09-01 17:19:28,-73.944694519042969,40.695163726806641,-73.976783752441406,40.752109527587891,6.56,37.88,7.58
2015-09-01 18:01:08,2015-09-01 17:19:29,-73.864822387695313,40.770351409912109,-73.98248291015625,40.750820159912109,10.20,57.64,13.3
2015-09-01 18:14:33,2015-09-01 17:19:29,-73.7822265625,40.648731231689453,-73.982009887695313,40.756855010986328,17.24,58.34,0
2015-09-01 18:02:59,2015-09-01 17:19:30,-74.0302734375,40.632789611816406,-73.78179931640625,40.644607543945313,23.20,64.3,0
2015-09-01 18:16:48,2015-09-01 17:19:30,-73.92919921875,40.702880859375,-73.782585144042969,40.644351959228516,11.60,46.8,0
2015-09-01 18:15:20,2015-09-01 17:19:31,-73.990875244140625,40.750640869140625,-73.782516479492188,40.644542694091797,17.75,58.34,0
2015-09-01 18:29:33,2015-09-01 17:19:33,-74.177101135253906,40.695041656494141,-73.974037170410156,40.756851196289063,21.44,118.05,15
2015-09-01 18:07:40,2015-09-01 17:19:33,-73.947601318359375,40.782833099365234,-73.78179931640625,40.644607543945313,18.67,58.34,0
2015-09-01 18:16:50,2015-09-01 17:19:39,-73.989112854003906,40.758861541748047,-73.78216552734375,40.644676208496094,18.01,58.34,0
2015-09-01 18:19:25,2015-09-01 17:19:41,-73.98089599609375,40.75274658203125,-73.77642822265625,40.645256042480469,17.69,58.34,0
2015-09-01 18:15:38,2015-09-01 17:09:18,-73.982536315917969,40.760822296142578,-73.782127380371094,40.644496917724609,17.79,70.01,11.67
2015-09-01 18:12:02,2015-09-01 17:09:24,-74.00225830078125,40.733089447021484,-73.782096862792969,40.64459228515625,19.20,70,11.66
2015-09-01 18:18:31,2015-09-01 17:09:27,-73.979011535644531,40.668449401855469,-73.870643615722656,40.773590087890625,11.80,50.8,0
2015-09-01 18:08:04,2015-09-01 17:09:27,-73.790252685546875,40.646778106689453,-73.97930908203125,40.761180877685547,15.24,58.34,0
2015-09-01 18:07:29,2015-09-01 17:09:31,-73.955863952636719,40.668460845947266,-73.862342834472656,40.769130706787109,11.60,56.16,9.36
2015-09-01 18:16:37,2015-09-01 17:09:35,-73.782569885253906,40.644130706787109,-73.964912414550781,40.764488220214844,19.99,63.34,5
2015-09-01 18:08:32,2015-09-01 17:17:23,-73.956382751464844,40.708522796630859,-73.979415893554688,40.767326354980469,6.30,4.3,0
2015-09-01 18:03:29,2015-09-01 17:17:23,-73.936668395996094,40.850624084472656,-74.007164001464844,40.748470306396484,8.80,36.3,0
2015-09-01 18:13:46,2015-09-01 17:17:25,-73.968276977539063,40.695716857910156,-73.7900390625,40.646846771240234,12.50,47.8,0
2015-09-01 18:32:09,2015-09-01 17:17:37,-73.792030334472656,40.644710540771484,-74.009239196777344,40.715618133544922,24.31,67.8,15
2015-09-01 18:07:51,2015-09-01 17:17:46,-73.807411193847656,40.654548645019531,-73.910598754882813,40.873622894287109,19.70,58.3,5.5
2015-09-01 18:04:03,2015-09-01 17:27:17,-73.848457336425781,40.758277893066406,-73.972328186035156,40.760051727294922,11.80,52.59,8.75
2015-09-01 18:20:17,2015-09-01 17:27:19,-73.783950805664063,40.645980834960938,-73.978019714355469,40.743015289306641,15.82,63.34,5
2015-09-01 18:14:15,2015-09-01 17:27:21,-73.985755920410156,40.759132385253906,-73.874977111816406,40.774093627929688,9.58,45.34,0
2015-09-01 18:01:40,2015-09-01 17:04:55,-73.979698181152344,40.764190673828125,-73.787818908691406,40.647209167480469,18.20,58.34,0
2015-09-01 18:04:44,2015-09-01 17:04:57,-73.942703247070313,40.666786193847656,-73.991783142089844,40.750202178955078,8.00,40.3,0
2015-09-01 18:12:30,2015-09-01 17:05:06,-73.964630126953125,40.795192718505859,-73.78253173828125,40.644397735595703,20.60,58.34,0
2015-09-01 19:40:18,2015-09-01 17:05:07,-73.7939453125,40.657211303710938,-74.0068359375,40.730186462402344,3.60,14.8,0
2015-09-01 18:10:58,2015-09-01 17:05:07,-73.986984252929688,40.758228302001953,-73.782455444335937,40.644382476806641,18.00,58.34,0
2015-09-01 18:10:45,2015-09-01 17:05:12,-73.782325744628906,40.648765563964844,-73.984489440917969,40.745708465576172,16.71,58.34,0
2015-09-01 18:12:27,2015-09-01 17:05:15,-73.789909362792969,40.643260955810547,-73.983001708984375,40.721397399902344,17.50,70,11.66
2015-09-01 18:01:08,2015-09-01 17:13:29,-73.872871398925781,40.774410247802734,-73.990737915039062,40.759361267089844,8.50,44.16,7.36
2015-09-01 18:15:00,2015-09-01 17:13:34,-73.97174072265625,40.757511138916016,-73.783737182617188,40.648658752441406,17.59,58.34,0
2015-09-01 18:05:06,2015-09-01 17:13:45,-73.791114807128906,40.646270751953125,-73.939056396484375,40.821876525878906,18.46,58.34,0
2015-09-01 18:09:14,2015-09-01 17:13:51,-73.99383544921875,40.661060333251953,-73.872428894042969,40.77410888671875,11.80,58.85,13.55
2015-09-01 18:04:24,2015-09-01 17:13:53,-73.865493774414063,40.770816802978516,-74.006088256835937,40.705936431884766,12.40,50.16,8.36
2015-09-01 18:07:53,2015-09-01 17:14:49,-73.979331970214844,40.780418395996094,-73.789688110351563,40.643501281738281,21.21,58.34,0
2015-09-01 18:07:09,2015-09-01 17:14:51,-73.789688110351563,40.642871856689453,-73.978652954101563,40.763938903808594,15.14,63.36,10.56
2015-09-01 18:12:07,2015-09-01 17:15:01,-73.977226257324219,40.789676666259766,-73.789230346679688,40.641727447509766,20.30,72.92,14.58
2015-09-01 18:15:57,2015-09-01 17:15:05,-74.001747131347656,40.717121124267578,-73.7891845703125,40.641799926757813,20.40,63.36,10.56
2015-09-01 18:33:27,2015-09-01 17:15:06,-73.985160827636719,40.762050628662109,-73.791618347167969,40.645908355712891,17.96,58.34,0
2015-09-01 18:14:15,2015-09-01 17:15:07,-73.977584838867187,40.764751434326172,-73.78546142578125,40.648311614990234,18.10,52.8,0
2015-09-01 18:00:52,2015-09-01 17:15:09,-73.983901977539062,40.759944915771484,-73.870918273925781,40.773719787597656,9.16,52.01,8.67
2015-09-01 18:10:02,2015-09-01 17:15:10,-73.960205078125,40.811561584472656,-73.789772033691406,40.646408081054688,18.37,70.01,11.67
2015-09-01 18:11:10,2015-09-01 17:15:14,-73.989311218261719,40.746715545654297,-73.782600402832031,40.644306182861328,16.90,69.99,11.65
2015-09-01 18:24:46,2015-09-01 17:15:17,-73.974273681640625,40.756599426269531,-73.7822265625,40.644615173339844,17.33,58.34,0
2015-09-01 18:18:40,2015-09-01 17:15:22,-73.788688659667969,40.647384643554687,-74.003715515136719,40.763198852539062,16.37,70.01,11.67
2015-09-01 18:06:09,2015-09-01 17:06:33,-73.9769287109375,40.765487670898437,-73.782180786132812,40.644527435302734,18.10,58.34,0
2015-09-01 18:03:28,2015-09-01 17:06:33,-73.988067626953125,40.745964050292969,-73.790206909179688,40.644039154052734,17.89,70.01,11.67
2015-09-01 18:03:27,2015-09-01 17:06:35,-73.991905212402344,40.695266723632813,-73.78204345703125,40.644676208496094,19.02,58.8,0
2015-09-01 18:03:04,2015-09-01 17:19:44,-73.985572814941406,40.687320709228516,-73.866180419921875,40.771373748779297,10.30,37.8,0
2015-09-01 18:01:48,2015-09-01 17:19:44,-74.001319885253906,40.731067657470703,-73.885383605957031,40.773090362548828,9.65,49.34,7
2015-09-01 18:27:49,2015-09-01 17:19:46,-73.790016174316406,40.643455505371094,-73.982292175292969,40.756324768066406,16.38,64.34,6
2015-09-01 18:16:46,2015-09-01 17:11:40,-73.958770751953125,40.698814392089844,-73.782455444335937,40.644523620605469,13.00,52.8,0
2015-09-01 18:06:57,2015-09-01 17:11:41,-73.947151184082031,40.627979278564453,-73.963951110839844,40.76788330078125,15.10,48.3,0
2015-09-01 18:02:35,2015-09-01 17:11:49,-73.976951599121094,40.761226654052734,-73.84625244140625,40.754367828369141,15.35,51.8,0
2015-09-01 18:12:07,2015-09-01 17:11:51,-74.003089904785156,40.724273681640625,-73.788368225097656,40.647781372070313,19.40,52.8,0
2015-09-01 18:02:39,2015-09-01 17:11:54,-73.783515930175781,40.643749237060547,-73.969902038574219,40.785690307617188,19.30,69.99,11.65
2015-09-01 18:14:57,2015-09-01 17:11:58,-73.984260559082031,40.762508392333984,-73.806632995605469,40.659400939941406,15.90,58.34,0
2015-09-01 18:17:29,2015-09-01 17:12:01,-73.972419738769531,40.755897521972656,-73.789443969726563,40.642280578613281,17.60,58.34,0
2015-09-01 18:14:25,2015-09-01 17:12:04,-73.786163330078125,40.64691162109375,-73.997146606445312,40.723381042480469,18.09,58.34,0
2015-09-01 18:02:08,2015-09-01 17:27:23,-73.995697021484375,40.695220947265625,-73.966445922851562,40.760936737060547,8.10,35,4.7
2015-09-01 18:15:01,2015-09-01 17:27:25,-73.984825134277344,40.747688293457031,-73.784439086914063,40.648567199707031,16.40,69.99,11.65
2015-09-01 18:23:11,2015-09-01 17:27:27,-73.996017456054687,40.744586944580078,-73.789543151855469,40.643573760986328,18.91,58.34,0
2015-09-01 18:08:33,2015-09-01 17:27:36,-73.980728149414063,40.742038726806641,-73.968009948730469,40.801651000976563,5.20,28.8,0
2015-09-01 18:02:47,2015-09-01 17:27:36,-73.9835205078125,40.668521881103516,-73.973419189453125,40.758369445800781,9.72,48.41,8.07
2015-09-01 18:27:47,2015-09-01 17:27:37,-73.990730285644531,40.702709197998047,-73.789543151855469,40.647247314453125,18.79,60.3,3
2015-09-01 18:03:00,2015-09-01 17:27:39,-73.983108520507812,40.728347778320312,-73.874443054199219,40.773960113525391,9.50,48.99,8.15
2015-09-01 18:00:53,2015-09-01 17:27:39,-73.995429992675781,40.717079162597656,-73.980667114257813,40.764568328857422,5.90,27.3,0
2015-09-01 18:35:05,2015-09-01 17:27:42,-73.982131958007813,40.762638092041016,-73.783958435058594,40.648689270019531,17.80,58.34,0
2015-09-01 18:05:34,2015-09-01 17:27:42,-73.940940856933594,40.683097839355469,-74.00201416015625,40.727920532226563,5.20,30.3,3
2015-09-01 18:11:06,2015-09-01 17:27:42,-74.009750366210937,40.711402893066406,-73.862701416015625,40.768947601318359,13.23,59.84,10
2015-09-01 18:31:01,2015-09-01 17:27:46,-73.978271484375,40.766860961914062,-73.789108276367188,40.646648406982422,18.11,58.34,0
2015-09-01 18:05:48,2015-09-01 17:09:40,-73.782844543457031,40.644031524658203,-73.97369384765625,40.757663726806641,15.80,58.34,0
2015-09-01 18:08:30,2015-09-01 17:09:42,-73.982101440429688,40.756786346435547,-73.784141540527344,40.648635864257813,17.10,58.34,0
2015-09-01 18:07:43,2015-09-01 17:09:43,-74.014106750488281,40.709793090820312,-73.972801208496094,40.752979278564453,22.40,52.8,0
2015-09-01 18:14:55,2015-09-01 17:09:58,-73.970687866210938,40.676265716552734,-73.870994567871094,40.77374267578125,10.01,47.8,0
2015-09-01 18:22:53,2015-09-01 17:14:10,-74.005989074707031,40.715705871582031,-73.789222717285156,40.641899108886719,21.60,70,11.66
2015-09-01 18:19:25,2015-09-01 17:14:19,-73.916526794433594,40.871849060058594,-73.788330078125,40.641639709472656,22.73,58.34,0
2015-09-01 18:18:34,2015-09-01 17:14:22,-73.982078552246094,40.7633056640625,-73.782112121582031,40.644538879394531,18.27,63.36,10.56
